bbl,zoningdistrict1edm,zoningdistrict1,zoningdistrict2,zoningdistrict3,zoningdistrict4,count
3020050016,R7-2,PARK,,,,1
2055240224,C3A,PARK,,,,1
3082730197,R5,PARK,,,,1
2040030060,M1-1,PARK,,,,1
2032110001,R7-1,PARK,,,,1
3016920001,R6B,PARK,,,,1
3071130001,PLAYGROUND,PARK,,,,1
3045850193,R3-2,PARK,,,,1
4081620436,R2A,PARK,,,,1
4139320060,R3-2,PARK,,,,1
4013200064,R6,PARK,,,,1
1017890011,C4-4D,PARK,,,,1
5053180100,R3-1,PARK,,,,1
2031790035,R8,PARK,,,,1
2050640040,R6,PARK,,,,1
5077570006,R3X,PARK,,,,1
1016280044,R7A,PARK,,,,1
3031430023,M3-1,PARK,,,,1
3020050008,R7-2,PARK,,,,1
3033160031,R6,PARK,,,,1
4000320039,PLAYGROUND,PARK,,,,1
3016890001,R6B,PARK,,,,1
4156040286,R4A,PARK,,,,1
4039880065,R3-2,PARK,,,,1
2025500035,R6,PARK,,,,1
4160560019,R4-1,PARK,,,,1
3045850206,R3-2,PARK,,,,1
3023660004,PUBLIC PLACE,PARK,,,,1
3082730111,R5,PARK,,,,1
5001850135,M3-1,PARK,,,,1
4080720025,R1-2,PARK,,,,1
3021110015,C6-1,PARK,,,,1
3025560041,R6,PARK,,,,1
2040030001,M1-1,PARK,,,,1
4044220136,R1-2,PARK,,,,1
4160560023,R4-1,PARK,,,,1
4138660028,R3-2,PARK,,,,1
4156010056,R3X,PARK,,,,1
2029170049,M1-4/R7A,PARK,,,,1
2029170048,M1-4/R7A,PARK,,,,1
5074540003,R3-2,PARK,,,,1
2034400200,R3A,PARK,,,,1
4138440009,R3-2,PARK,,,,1
4138480008,R3-2,PARK,,,,1
4041540250,PLAYGROUND,PARK,,,,1
5027900201,M1-1,PARK,,,,1
4039071125,R3-2,PARK,,,,1
4118310001,C8-1,PARK,,,,1
2030380059,R6A,PARK,,,,1
4060480027,BALL FIELD,PARK,,,,1
5048030027,R3X,PARK,,,,1
5018010050,M3-1,PARK,,,,1
5053210110,R3-1,PARK,,,,1
4114560032,R4,PARK,,,,1
5053150125,R3-1,PARK,,,,1
5047870037,R3X,PARK,,,,1
2034400205,R3A,PARK,,,,1
4156040149,R4A,PARK,,,,1
2030310010,R7-1,PARK,,,,1
1021070001,R7-2,PARK,,,,1
4019320031,R6,PARK,,,,1
1016960100,PLAYGROUND,PARK,,,,1
2028530043,R8,PARK,,,,1
2022800052,R6,PARK,,,,1
4156040285,R4A,PARK,,,,1
1020050008,M1-2,PARK,,,,1
2027200009,R7-1,PARK,,,,1
2053540001,PLAYGROUND,PARK,,,,1
1012200049,R7-2,PARK,,,,1
1020050027,M1-1,PARK,,,,1
2026850030,R7-1,PARK,,,,1
3020050079,R7-2,PARK,,,,1
2025390191,M2-1,PARK,,,,1
4156030377,R4A,PARK,,,,1
1021390135,R8,PARK,,,,1
5018250210,M3-1,PARK,,,,1
4080720050,R1-2,PARK,,,,1
3020050005,R7-2,PARK,,,,1
4082030225,R2A,PARK,,,,1
2034400012,R3A,PARK,,,,1
5053140005,R3-1,PARK,,,,1
5064210025,R3X,PARK,,,,1
2031100007,R7-1,PARK,,,,1
2034630032,R3-2,PARK,,,,1
4139330084,R4,PARK,,,,1
4131970001,R3-2,PARK,,,,1
4113960130,R4,PARK,,,,1
5053080024,R3-1,PARK,,,,1
4121170001,R3-2,PARK,,,,1
3022720013,R7A,PARK,,,,1
1017360021,R7-2,PARK,,,,1
5017800300,M2-1,PARK,,,,1
2034300075,R3-2,PARK,,,,1
5080050178,R1-2,PARK,,,,1
5053080041,R3-1,PARK,,,,1
4138480001,R3-2,PARK,,,,1
1017890012,C4-4D,PARK,,,,1
2032720003,R6,PARK,,,,1
4139270011,R3-2,PARK,,,,1
4004650375,M1-4,PARK,,,,1
4159900200,R4-1,PARK,,,,1
3082730097,R5,PARK,,,,1
4160560001,R4-1,PARK,,,,1
5041600031,R3X,PARK,,,,1
2031940050,R7-1,PARK,,,,1
4114550057,R4,PARK,,,,1
4160610048,R4-1,PARK,,,,1
2051010080,R6,PARK,,,,1
2034400015,R3A,PARK,,,,1
1009900090,M3-2,PARK,,,,1
5027900180,M1-1,PARK,,,,1
5064420014,R3X,PARK,,,,1
5012010001,M3-1,PARK,,,,1
4041540100,PLAYGROUND,PARK,,,,1
2055210091,R3-1,PARK,,,,1
4139270035,R3-2,PARK,,,,1
4080740001,R1-2,PARK,,,,1
3045720016,R4,PARK,,,,1
4114560057,R4,PARK,,,,1
4004650425,M1-4,PARK,,,,1
2032570111,R4A,PARK,,,,1
3085911500,M1-1,PARK,,,,1
5017170175,M2-1,PARK,,,,1
1017710025,R7-2,PARK,,,,1
2028530048,R8,PARK,,,,1
2027900027,R8,PARK,,,,1
5078570200,R3A,PARK,,,,1
1003560090,R7-2,PARK,,,,1
2026080040,M1-1/R7-2,PARK,,,,1
3020050073,R7-2,PARK,,,,1
4139340080,R4,PARK,,,,1
5053140030,R3-1,PARK,,,,1
5017800210,M2-1,PARK,,,,1
3033160020,R6,PARK,,,,1
5001850048,M3-1,PARK,,,,1
2055290001,R3-1,PARK,,,,1
5041600329,R3X,PARK,,,,1
4081620455,R2A,PARK,,,,1
4139310043,R3-2,PARK,,,,1
5048030106,R3X,PARK,,,,1
4160560009,R4-1,PARK,,,,1
3017060001,R5B,PARK,,,,1
2034590026,R3A,PARK,,,,1
5054090001,R1-2,PARK,,,,1
2033990003,R6,PARK,,,,1
4160220001,R4-1,PARK,,,,1
4084010001,R3-2,PARK,,,,1
1021570045,R7-2,PARK,,,,1
5078260300,R1-2,PARK,,,,1
4160540017,R4-1,PARK,,,,1
2034420065,R3A,PARK,,,,1
4080750001,R1-2,PARK,,,,1
3033160025,R6,PARK,,,,1
1002540051,PLAYGROUND,PARK,,,,1
3020050004,R7-2,PARK,,,,1
4138460110,R3-2,PARK,,,,1
4160570026,R4-1,PARK,,,,1
4042360001,M2-1,PARK,,,,1
5048050400,R3X,PARK,,,,1
5078260268,R1-2,PARK,,,,1
4156030001,R4A,PARK,,,,1
4118310031,C8-1,PARK,,,,1
2023640025,PLAYGROUND,PARK,,,,1
4139310024,R3-2,PARK,,,,1
4138120050,R3-2,PARK,,,,1
5041300200,R3X,PARK,,,,1
3045850156,R3-2,PARK,,,,1
4081140116,R1-2,PARK,,,,1
2023720020,R7-1,PARK,,,,1
5077730076,R3X,PARK,,,,1
5041600034,R3X,PARK,,,,1
5047870020,R3X,PARK,,,,1
2028300052,R7-1,PARK,,,,1
2029170009,M1-4/R7A,PARK,,,,1
4160560025,R4-1,PARK,,,,1
4160540100,R4-1,PARK,,,,1
3045720032,R4,PARK,,,,1
4160570045,R4-1,PARK,,,,1
3082730091,R5,PARK,,,,1
5041600010,R3X,PARK,,,,1
4081030073,R1-2,PARK,,,,1
5047880290,R3X,PARK,,,,1
3082350255,R5,PARK,,,,1
3045850096,R3-2,PARK,,,,1
4160570040,R4-1,PARK,,,,1
1019600069,R7-2,PARK,,,,1
2028160022,R7-1,PARK,,,,1
2028780300,R7-1,PARK,,,,1
3001850044,R6A,PARK,,,,1
3020050074,R7-2,PARK,,,,1
3064070047,R5,PARK,,,,1
2025390175,M2-1,PARK,,,,1
4014870037,R6B,PARK,,,,1
5017170076,M2-1,PARK,,,,1
2033570300,R6,PARK,,,,1
5077570001,R3X,PARK,,,,1
1002840001,PLAYGROUND,PARK,,,,1
5017170050,M2-1,PARK,,,,1
2026210056,PLAYGROUND,PARK,,,,1
4033340071,PLAYGROUND,PARK,,,,1
2026080048,R6,PARK,,,,1
2025190032,R7-1,PARK,,,,1
2026080038,M1-1/R7-2,PARK,,,,1
2030380076,R6A,PARK,,,,1
4019380001,R6,PARK,,,,1
4116380001,PLAYGROUND,PARK,,,,1
5047880375,R3X,PARK,,,,1
3020050014,R7-2,PARK,,,,1
2023530067,PUBLIC PLACE,PARK,,,,1
2022800031,R6,PARK,,,,1
2032480250,R6,PARK,,,,1
1016280045,R7A,PARK,,,,1
4139250246,R3-2,PARK,,,,1
2023460018,PLAYGROUND,PARK,,,,1
4039920036,R3-2,PARK,,,,1
4019730001,R6,PARK,,,,1
4058430100,R5,PARK,,,,1
2026250017,R6,PARK,,,,1
4014270024,R4,PARK,,,,1
1016330028,PLAYGROUND,PARK,,,,1
2032130027,R6,PARK,,,,1
2034810001,R3-2,PARK,,,,1
2057160215,R6,PARK,,,,1
4139240232,R3-2,PARK,,,,1
3045850190,R3-2,PARK,,,,1
2048160032,M1-1,PARK,,,,1
3031470022,M3-1,PARK,,,,1
5015650001,M1-1,PARK,,,,1
4138450090,R3-2,PARK,,,,1
1005270080,PLAYGROUND,PARK,,,,1
2044110125,R3-2,PARK,,,,1
2027430050,R7-1,PARK,,,,1
1016280043,R7A,PARK,,,,1
4077480118,R5,PARK,,,,1
5053140050,R3-1,PARK,,,,1
1017000058,R7-2,PARK,,,,1
4081640043,R1-2,PARK,,,,1
4138660070,M1-1,PARK,,,,1
4114560052,R4,PARK,,,,1
4132310047,PLAYGROUND,PARK,,,,1
2030380070,R6A,PARK,,,,1
4005080006,PUBLIC PLACE,PARK,,,,1
5053140003,R3-1,PARK,,,,1
4014930085,R6,PARK,,,,1
2037950050,R6,PARK,,,,1
2025390503,R7-1,PARK,,,,1
4005080020,PUBLIC PLACE,PARK,,,,1
1017010049,R7-2,PARK,,,,1
2027270038,R7-1,PARK,,,,1
3031470030,M3-1,PARK,,,,1
4039630110,R3-2,PARK,,,,1
4005080011,PUBLIC PLACE,PARK,,,,1
4121000086,R3-2,PARK,,,,1
5033550070,R3-1,PARK,,,,1
4139240221,R3-2,PARK,,,,1
4005080009,PUBLIC PLACE,PARK,,,,1
5064420025,R3X,PARK,,,,1
2034580026,R3A,PARK,,,,1
1020360025,PLAYGROUND,PARK,,,,1
4138640009,R3-2,PARK,,,,1
3045850093,R3-2,PARK,,,,1
4013170055,R6,PARK,,,,1
1017360019,R7-2,PARK,,,,1
2025390179,R7-1,PARK,,,,1
4139320083,R3-2,PARK,,,,1
1020070053,R7-2,PARK,,,,1
3082350238,R5,PARK,,,,1
4077610045,R2A,PARK,,,,1
2028300048,R7-1,PARK,,,,1
2027770903,M3-1,PARK,,,,1
3071400100,R5,PARK,,,,1
3082350275,R5,PARK,,,,1
4114550035,R4,PARK,,,,1
3045730050,R4,PARK,,,,1
4082750001,R3-2,PARK,,,,1
3045730015,R4,PARK,,,,1
4156030375,R4A,PARK,,,,1
2029170007,M1-4/R7A,PARK,,,,1
3024300009,PLAYGROUND,PARK,,,,1
4005080010,PUBLIC PLACE,PARK,,,,1
2022680001,PLAYGROUND,PARK,,,,1
5053140060,R3-1,PARK,,,,1
5064040047,R3X,PARK,,,,1
2030830029,PLAYGROUND,PARK,,,,1
5053190110,R3-1,PARK,,,,1
3020450008,R6B,PARK,,,,1
4039920025,R3-2,PARK,,,,1
4082130100,R2A,PARK,,,,1
5041600337,R3X,PARK,,,,1
4039940030,R3-2,PARK,,,,1
5017170058,M2-1,PARK,,,,1
4138460026,R3-2,PARK,,,,1
2028160026,R7-1,PARK,,,,1
5019350001,M3-1,PARK,,,,1
3031430021,M3-1,PARK,,,,1
5000020754,M1-1,PARK,,,,1
4027080005,R4-1,PARK,,,,1
4156900095,R2,PARK,,,,1
4160560038,R4-1,PARK,,,,1
1018110142,R7-2,PARK,,,,1
4073040031,R3-1,PARK,,,,1
4156860100,R2,PARK,,,,1
4114560113,R4,PARK,,,,1
5001850133,M3-1,PARK,,,,1
3020050007,R7-2,PARK,,,,1
4000530001,PLAYGROUND,PARK,,,,1
5027900190,M1-1,PARK,,,,1
2032140033,R6,PARK,,,,1
4138420038,R3-2,PARK,,,,1
2024380010,PLAYGROUND,PARK,,,,1
1016280042,R7A,PARK,,,,1
3045850155,R3-2,PARK,,,,1
4138640035,R3-2,PARK,,,,1
4042760001,M2-1,PARK,,,,1
5034270260,R3X,PARK,,,,1
2056300037,R3A,PARK,,,,1
5000680070,R3-2,PARK,,,,1
4118740050,R3-2,PARK,,,,1
4138450063,R3-2,PARK,,,,1
4139250296,R3-2,PARK,,,,1
2028160030,R7-1,PARK,,,,1
1003160114,R7-2,PARK,,,,1
2051300125,R6,PARK,,,,1
4102860052,R3-2,PARK,,,,1
4139330089,R4,PARK,,,,1
4042750001,M2-1,PARK,,,,1
4005080007,PUBLIC PLACE,PARK,,,,1
4044220133,R1-2,PARK,,,,1
3033160030,R6,PARK,,,,1
2030630200,R7-1,PARK,,,,1
1002670050,R7-2,PARK,,,,1
1020660025,R7A,PARK,,,,1
5053090012,R3-1,PARK,,,,1
5054090090,R3-1,PARK,,,,1
5054090300,R3-1,PARK,,,,1
5048030023,R3X,PARK,,,,1
1017710023,R7D,PARK,,,,1
4113990035,R4-1,PARK,,,,1
3020050012,R7-2,PARK,,,,1
2033570275,R6,PARK,,,,1
5053180110,R3-1,PARK,,,,1
2034350018,R3-2,PARK,,,,1
4038860045,M1-1,PARK,,,,1
4156020040,R3X,PARK,,,,1
2034480128,R3A,PARK,,,,1
3082730067,R5,PARK,,,,1
5078570050,R3A,PARK,,,,1
2026050037,M3-1,PARK,,,,1
4042750100,M2-1,PARK,,,,1
2028250008,R8,PARK,,,,1
4138450070,R3-2,PARK,,,,1
2032150031,R6,PARK,,,,1
4156900037,R2,PARK,,,,1
2034350035,R3-2,PARK,,,,1
4138460130,R3-2,PARK,,,,1
4138440017,R3-2,PARK,,,,1
2028910016,R7-1,PARK,,,,1
4160750001,M1-1,PARK,,,,1
2034290049,R3A,PARK,,,,1
3045850064,R3-2,PARK,,,,1
5053130069,R3-1,PARK,,,,1
2028300044,R7-1,PARK,,,,1
5044410150,R3-2,PARK,,,,1
4138460034,R3-2,PARK,,,,1
2027710100,M3-1,PARK,,,,1
4156900100,R2,PARK,,,,1
5063720062,R1-2,PARK,,,,1
2032130070,R6,PARK,,,,1
3031430024,M3-1,PARK,,,,1
4042370100,M2-1,PARK,,,,1
2027590160,M1-1,PARK,,,,1
3020050082,R7-2,PARK,,,,1
2034290050,R3A,PARK,,,,1
2030630024,R7-1,PARK,,,,1
4114550001,R4,PARK,,,,1
1020080029,PLAYGROUND,PARK,,,,1
5048030110,R3X,PARK,,,,1
4039900050,R3-2,PARK,,,,1
5001850130,M3-1,PARK,,,,1
1017360022,R7-2,PARK,,,,1
4078500010,R3-2,PARK,,,,1
3082350279,R5,PARK,,,,1
2034320050,R3-2,PARK,,,,1
3020050072,R7-2,PARK,,,,1
4115480037,PLAYGROUND,PARK,,,,1
3045850237,R3-2,PARK,,,,1
4160560032,R4-1,PARK,,,,1
1018190100,M3-1,PARK,,,,1
2034780028,R3-2,PARK,,,,1
4160570036,R4-1,PARK,,,,1
2028910018,R7-1,PARK,,,,1
4017870002,R3-2,PARK,,,,1
2028840002,R7-1,PARK,,,,1
2026080039,R6,PARK,,,,1
5001850129,M3-1,PARK,,,,1
3020050070,R7-2,PARK,,,,1
2034540048,R3A,PARK,,,,1
3033160042,R6,PARK,,,,1
2032130049,R6,PARK,,,,1
3031430001,M3-1,PARK,,,,1
2028760227,R7-1,PARK,,,,1
5078570040,R3A,PARK,,,,1
5053080016,R3-1,PARK,,,,1
4160610005,R4-1,PARK,,,,1
5047880105,R3X,PARK,,,,1
3036620013,R4,PARK,,,,1
2034600023,R3A,PARK,,,,1
3003680001,PLAYGROUND,PARK,,,,1
2023570100,M1-1,PARK,,,,1
5053180102,R3-1,PARK,,,,1
1005420010,R7-2,PARK,,,,1
3033160040,R6,PARK,,,,1
4077200001,R3-2,PARK,,,,1
2034320075,R3-2,PARK,,,,1
1015960075,PLAYGROUND,PARK,,,,1
3082350013,R5,PARK,,,,1
4139250250,R3-2,PARK,,,,1
1002590028,PLAYGROUND,PARK,,,,1
2034510002,R3A,PARK,,,,1
2030320011,PLAYGROUND,PARK,,,,1
4005080003,PUBLIC PLACE,PARK,,,,1
3033160023,R6,PARK,,,,1
5027670022,R3A,PARK,,,,1
3082350330,R5,PARK,,,,1
5077220100,R1-2,PARK,,,,1
4027990242,R4-1,PARK,,,,1
4039920030,R3-2,PARK,,,,1
4156010049,R3X,PARK,,,,1
2055210169,C3A,PARK,,,,1
3045850164,R3-2,PARK,,,,1
1020080026,PLAYGROUND,PARK,,,,1
3082350251,R5,PARK,,,,1
5053170105,R3-1,PARK,,,,1
4138660013,M1-1,PARK,,,,1
1017260033,R7-2,PARK,,,,1
4018720008,PLAYGROUND,PARK,,,,1
2023540065,M1-2,PARK,,,,1
5018150001,M3-1,PARK,,,,1
5053170100,R3-1,PARK,,,,1
1019220036,R7-2,PARK,,,,1
1003550010,PLAYGROUND,PARK,,,,1
4160560047,R4-1,PARK,,,,1
2033590001,R6,PARK,,,,1
4138440011,R3-2,PARK,,,,1
3082730154,R5,PARK,,,,1
2034510100,R3-2,PARK,,,,1
2026850078,R7-1,PARK,,,,1
3003410059,M1-1,PARK,,,,1
3045850094,R3-2,PARK,,,,1
2031940020,R7-1,PARK,,,,1
2034480033,R3A,PARK,,,,1
5018010200,M3-1,PARK,,,,1
4138460028,R3-2,PARK,,,,1
5001850132,M3-1,PARK,,,,1
4073180039,R3-1,PARK,,,,1
5038330015,R3-1,PARK,,,,1
5027900150,M1-1,PARK,,,,1
1017710027,R7-2,PARK,,,,1
4005080005,PUBLIC PLACE,PARK,,,,1
1017710049,R7-2,PARK,,,,1
2028530045,R8,PARK,,,,1
5053130060,R3-1,PARK,,,,1
2027590070,M1-1,PARK,,,,1
4025090040,R4,PARK,,,,1
4077480321,R2A,PARK,,,,1
4160560021,R4-1,PARK,,,,1
3005040050,M1-1,PARK,,,,1
4062730005,R2A,PARK,,,,1
4058430003,R5,PARK,,,,1
2028680003,R7-1,PARK,,,,1
4139240222,R3-2,PARK,,,,1
5077730108,R3X,PARK,,,,1
5077570025,R3X,PARK,,,,1
4114550052,R4,PARK,,,,1
2027430052,R7-1,PARK,,,,1
2030630102,R7-1,PARK,,,,1
1002540033,R7-2,PARK,,,,1
1021790600,PLAYGROUND,PARK,,,,1
4138480015,R3-2,PARK,,,,1
3045850169,R3-2,PARK,,,,1
4005010101,R6,PARK,,,,1
2056540016,R3-2,PARK,,,,1
5080050115,R1-2,PARK,,,,1
5001850386,M3-1,PARK,,,,1
5041600100,R3X,PARK,,,,1
4160610001,R4-1,PARK,,,,1
4039630150,R3-2,PARK,,,,1
2025330022,R7-1,PARK,,,,1
2056540018,R3-2,PARK,,,,1
5018150025,M3-1,PARK,,,,1
4118980007,R3-2,PARK,,,,1
4139260075,R3-2,PARK,,,,1
5041050050,R3-2,PARK,,,,1
4139260001,R3-2,PARK,,,,1
2025500037,R6,PARK,,,,1
5013180009,M1-1,PARK,,,,1
1017710047,R7-2,PARK,,,,1
1020720013,PLAYGROUND,PARK,,,,1
4077480112,R2A,PARK,,,,1
1010380008,R8,PARK,,,,1
5053080037,R3-1,PARK,,,,1
2028800007,R7-1,PARK,,,,1
4005080119,PUBLIC PLACE,PARK,,,,1
4081160175,R1-2,PARK,,,,1
4139240176,R3-2,PARK,,,,1
4121000100,R3-2,PARK,,,,1
3031430012,M3-1,PARK,,,,1
4121170006,R3-2,PARK,,,,1
2034290005,R3A,PARK,,,,1
2028160037,R7-1,PARK,,,,1
2053130124,R4A,PARK,,,,1
5047870031,R3X,PARK,,,,1
2034910001,R5,PARK,,,,1
2034520032,R3A,PARK,,,,1
4019280001,PLAYGROUND,PARK,,,,1
1002820001,PLAYGROUND,PARK,,,,1
2055240020,C3A,PARK,,,,1
3033160037,R6,PARK,,,,1
4138660067,M1-1,PARK,,,,1
4081620266,R1-2,PARK,,,,1
2033600020,R6,PARK,,,,1
3030220020,R6B,PARK,,,,1
2026080053,R6,PARK,,,,1
2034400100,R3A,PARK,,,,1
4024670210,PUBLIC PLACE,PARK,,,,1
4073190027,R3-1,PARK,,,,1
2032680040,BALL FIELD,PARK,,,,1
5074990150,R3X,PARK,,,,1
1001170100,C6-1G,PARK,,,,1
4036610001,PLAYGROUND,PARK,,,,1
1021770313,R8,PARK,,,,1
1017890013,C4-4D,PARK,,,,1
2028530053,R8,PARK,,,,1
5034270300,R3X,PARK,,,,1
5053130070,R3-1,PARK,,,,1
4121180001,R3-2,PARK,,,,1
4008890001,PLAYGROUND,PARK,,,,1
4139230108,R3-2,PARK,,,,1
3045850251,R3-2,PARK,,,,1
2034400207,R3A,PARK,,,,1
2027200021,R7-1,PARK,,,,1
4005010001,R6,PARK,,,,1
3033160027,R6,PARK,,,,1
3045730025,R4,PARK,,,,1
2050640030,R6,PARK,,,,1
